GT01,189
GT02,463
GT03,409.2477
GT04,1072.5
GT05,108.4
GT06,213.7521
GT07,192.3692
GT08,585
GT09,258.021
GT10,281.2295
GT11,277.328
GT12,215.3356
GT13,469
GT14,118.40759
GT15,123.8199
GT16,286.6351
GT17,157.9754
GT18,199.6386
GT19,101.2148
GT20,273.4639
GT21,436.6543
GT22,239.4024
GT23,225.8456
GT24,315.8219
GT25,586.7939
GT26,634.8855
GT27,466
